flightNumber,plane,dep_date,dep_time,dep_airport_name,dep_airport_code,dep_terminal,dep_status,dep_weather_min,dep_weather_max,dep_weather_desc,dep_counter,dep_door,arr_date,arr_time,arr_airport_name,arr_airport_code,arr_terminal,arr_status,arr_weather_min,arr_weather_max,arr_weather_desc,arr_room,arr_belt,timestamp
CNF453,Atr-72,2018-04-13,15:20,La Palma,SPC,N,Salida prevista a las 15:20,16.0,21.0,Cubierto de nubes altas y medias,07 - 08,9,2018-04-13,15:50,Tenerife Norte,TFN,1,Llegada prevista a las 15:50,17.0,22.0,Nubosidad variable,1,2,2018-04-13 10:55:42
IBB632,Atr-42/72,2018-04-13,16:00,La Palma,SPC,N,Salida prevista a las 16:00,16.0,21.0,Cubierto de nubes altas y medias,01 - 02,6,2018-04-13,16:30,Tenerife Norte,TFN,1,Llegada prevista a las 16:30,17.0,22.0,Nubosidad variable,1,1,2018-04-13 10:55:43
AEA9466,Atr-72,2018-04-13,16:15,La Palma,SPC,N,Salida prevista a las 16:15,16.0,21.0,Cubierto de nubes altas y medias,13 - 14,5,2018-04-13,16:50,Tenerife Norte,TFN,1,Llegada prevista a las 16:50,17.0,22.0,Nubosidad variable,1,1,2018-04-13 10:55:45
IBB634,Atr-42/72,2018-04-13,17:00,La Palma,SPC,N,Salida prevista a las 17:00,16.0,21.0,Cubierto de nubes altas y medias,01 - 02,5,2018-04-13,17:30,Tenerife Norte,TFN,1,Llegada prevista a las 17:30,17.0,22.0,Nubosidad variable,1,1,2018-04-13 10:55:46
PRW254,Boeing 737-800,2018-04-13,17:10,La Palma,SPC,N,Salida prevista a las 17:10,16.0,21.0,Cubierto de nubes altas y medias,09 - 11,8,,,Jyvaskyla,JYV,,,,,,,,2018-04-13 10:55:47
IBB636,Atr-42/72,2018-04-13,18:00,La Palma,SPC,N,Salida prevista a las 18:00,16.0,21.0,Cubierto de nubes altas y medias,01 - 02,5,2018-04-13,18:30,Tenerife Norte,TFN,1,Llegada prevista a las 18:30,17.0,22.0,Nubosidad variable,1,3,2018-04-13 10:55:48
IBB316,Atr-72,2018-04-13,18:30,La Palma,SPC,N,Salida prevista a las 18:30,16.0,21.0,Cubierto de nubes altas y medias,01 - 02,4,2018-04-13,19:20,Gran Canaria,LPA,,Llegada prevista a las 19:20,16.0,21.0,Cubierto de nubes altas y medias,01,12,2018-04-13 10:55:50
AEA9480,Atr-72,2018-04-13,18:40,La Palma,SPC,N,Salida prevista a las 18:40,16.0,21.0,Cubierto de nubes altas y medias,14 - 14,6,2018-04-13,19:10,Tenerife Norte,TFN,1,Llegada prevista a las 19:10,17.0,22.0,Nubosidad variable,1,1,2018-04-13 10:55:51
RYR6321,Boeing 737-800 Winglets,2018-04-13,17:15,Valladolid,VLL,1,Salida prevista a las 17:15,5.0,11.0,Chubascos dispersos,5 -,5,2018-04-13,18:35,Barcelona-El Prat,BCN,T2 B,Llegada prevista a las 18:35,12.0,17.0,Lluvia moderada,B,26,2018-04-13 10:55:10
VLG1585,Airbus A320,2018-04-13,19:50,Valladolid,VLL,1,Salida prevista a las 19:50,5.0,11.0,Chubascos dispersos,1 - 2,1,2018-04-13,21:10,Barcelona-El Prat,BCN,T1,Llegada prevista a las 21:10,12.0,17.0,Lluvia moderada,T1_G,07,2018-04-13 10:55:59
IBE8313,Bombardier Crj-1000,2018-04-13,10:10,Badajoz,BJZ,1,El vuelo ha despegado a las 10:34,6.0,16.0,Chubascos dispersos,4 - 4,2,,,Barcelona-El Prat,BCN,,,,,,,,2018-04-13 10:55:11
IBE8331,Canadair Crj-200,2018-04-13,10:45,Badajoz,BJZ,1,El vuelo ha despegado a las 10:32,6.0,16.0,Chubascos dispersos,4 - 4,1,2018-04-13,11:45,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 11:27,6.0,14.0,Chubascos dispersos,10,19,2018-04-13 10:56:01
IBE8312,Bombardier Crj-1000,,,Barcelona-El Prat,BCN,,,,,,,,2018-04-13,09:40,Badajoz,BJZ,1,El vuelo ha aterrizado a las 09:30,6.0,16.0,Chubascos dispersos,01,1,2018-04-13 10:56:02
IBE8330,Canadair Crj-200,2018-04-13,09:10,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 09:11,6.0,14.0,Chubascos dispersos,810 - 859,K80,2018-04-13,10:15,Badajoz,BJZ,1,El vuelo ha aterrizado a las 10:05,6.0,16.0,Chubascos dispersos,01,1,2018-04-13 10:56:03
RYR1383,Boeing 737-800 Winglets,2018-04-13,09:30,Zaragoza,ZAZ,T,El vuelo ha despegado a las 09:30,8.0,17.0,Lluvia,14 -,6,,,Bruselas /Charleroi,CRL,,,,,,,,2018-04-13 10:55:11
AEA2631,Boeing 737-800 Winglets,2018-04-13,15:25,Zaragoza,ZAZ,T,Salida prevista a las 15:25,8.0,17.0,Lluvia,5 - 6,4,2018-04-13,16:40,Ibiza,IBZ,1,Llegada prevista a las 16:40,13.0,17.0,Lluvia débil,02,05,2018-04-13 10:56:00
RYR4634,Boeing 737-800 Winglets,2018-04-13,17:40,Zaragoza,ZAZ,T,Salida prevista a las 17:40,8.0,17.0,Lluvia,14 -,6,,,Milan/Bergamo,BGY,,,,,,,,2018-04-13 10:56:02
VLG3979,Airbus A320,2018-04-13,17:45,Zaragoza,ZAZ,T,Salida prevista a las 17:45,8.0,17.0,Lluvia,1 - 2,3,2018-04-13,18:50,Palma De Mallorca,PMI,N,Llegada prevista a las 18:50,12.0,17.0,Lluvia,NT,10,2018-04-13 10:56:04
HTY257,Awh,2018-04-13,16:00,Ceuta,JCU,,Salida prevista a las 16:00,11.0,17.0,Lluvia,,,,,Malaga-Costa Del Sol,AGP,,,,,,,,2018-04-13 10:56:06
AEA7311,Embraer Erj-195,2018-04-13,08:50,Vigo,VGO,1,El vuelo ha despegado a las 09:54,6.0,15.0,Chubascos dispersos,01 - 03,7,2018-04-13,10:00,Madrid-Barajas Adolfo Suárez,MAD,2,Llegada prevista a las 11:14,6.0,14.0,Chubascos dispersos,06,09,2018-04-13 10:55:11
IBE0531,Airbus A319,2018-04-13,09:25,Vigo,VGO,1,El vuelo ha despegado a las 09:22,6.0,15.0,Chubascos dispersos,06 - 07,5,2018-04-13,10:40,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 10:31,6.0,14.0,Chubascos dispersos,10,14,2018-04-13 10:55:12
VLG1703,32A,2018-04-13,09:55,Vigo,VGO,1,El vuelo ha despegado a las 10:41,6.0,15.0,Chubascos dispersos,10 - 11,3,2018-04-13,11:35,Barcelona-El Prat,BCN,T1,Llegada prevista a las 12:15,12.0,17.0,Lluvia moderada,T1_G,07,2018-04-13 10:55:16
AEA7315,Embraer Erj-195,2018-04-13,12:30,Vigo,VGO,1,Salida prevista a las 12:30,6.0,15.0,Chubascos dispersos,01 - 03,5,2018-04-13,13:40,Madrid-Barajas Adolfo Suárez,MAD,2,Llegada prevista a las 13:35,6.0,14.0,Chubascos dispersos,06,16,2018-04-13 10:55:23
IBE0533,Airbus A319,2018-04-13,13:35,Vigo,VGO,1,Salida prevista a las 13:35,6.0,15.0,Chubascos dispersos,06 - 07,3,2018-04-13,14:50,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 14:50,6.0,14.0,Chubascos dispersos,10,10,2018-04-13 10:55:25
IBS9527,Airbus A320,2018-04-13,15:05,Vigo,VGO,1,Salida prevista a las 15:05,6.0,15.0,Chubascos dispersos,09 -,3,2018-04-13,16:55,Palma De Mallorca,PMI,N,Llegada prevista a las 16:55,12.0,17.0,Lluvia,NT,12,2018-04-13 10:55:27
TAP1141,Atr-72,2018-04-13,15:20,Vigo,VGO,1,Salida prevista a las 15:20,6.0,15.0,Chubascos dispersos,10 - 11,2,,,Lisboa,LIS,,,,,,,,2018-04-13 10:56:06
AEA7317,Embraer Erj-195,2018-04-13,16:30,Vigo,VGO,1,Salida prevista a las 16:30,6.0,15.0,Chubascos dispersos,01 - 03,5,2018-04-13,17:40,Madrid-Barajas Adolfo Suárez,MAD,2,Llegada prevista a las 17:40,6.0,14.0,Chubascos dispersos,06,08,2018-04-13 10:56:08
AEA2632,Boeing 737-800 Winglets,2018-04-13,13:45,Ibiza,IBZ,1,Salida prevista a las 13:45,13.0,17.0,Lluvia débil,42 - 43,02,2018-04-13,14:35,Zaragoza,ZAZ,T,Llegada prevista a las 14:35,8.0,17.0,Lluvia,2,2,2018-04-13 10:56:08
VLG3978,Airbus A320,2018-04-13,16:00,Palma De Mallorca,PMI,N,Salida prevista a las 16:00,12.0,17.0,Lluvia,058 - 060,D90,2018-04-13,17:10,Zaragoza,ZAZ,T,Llegada prevista a las 17:10,8.0,17.0,Lluvia,2,2,2018-04-13 10:56:10
AEA4004,Embraer Erj-195,2018-04-13,09:00,Valencia,VLC,1,El vuelo ha despegado a las 08:58,11.0,21.0,Nubosidad variable,15 - 24,C10,2018-04-13,09:55,Palma De Mallorca,PMI,N,El vuelo ha aterrizado a las 10:04,12.0,17.0,Lluvia,NT,14,2018-04-13 10:55:57
JAF5316,Embraer 190,2018-04-13,09:10,Valencia,VLC,1,El vuelo ha despegado a las 09:04,11.0,21.0,Nubosidad variable,15 - 24,R52,,,Bruselas,BRU,,,,,,,,2018-04-13 10:55:58
VOE3583,Boeing 717,2018-04-13,09:20,Valencia,VLC,1,El vuelo ha despegado a las 09:21,11.0,21.0,Nubosidad variable,58 - 59,D13,2018-04-13,10:45,Asturias,OVD,1,El vuelo ha aterrizado a las 10:35,8.0,14.0,Lluvia,SC,3,2018-04-13 10:56:01
IBE8993,Bombardier Crj-1000,2018-04-13,09:40,Valencia,VLC,1,El vuelo ha despegado a las 09:39,11.0,21.0,Nubosidad variable,1 - 4,R55,2018-04-13,10:40,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 10:24,6.0,14.0,Chubascos dispersos,10,07,2018-04-13 10:56:02
CPA1870,Bombardier Crj-1000,2018-04-13,09:40,Valencia,VLC,1,El vuelo ha despegado a las 09:39,11.0,21.0,Nubosidad variable,1 - 4,R55,2018-04-13,10:40,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha aterrizado a las 10:24,6.0,14.0,Chubascos dispersos,10,07,2018-04-13 10:56:04
SWR2131,Cs1,2018-04-13,09:40,Valencia,VLC,1,El vuelo ha despegado a las 09:40,11.0,21.0,Nubosidad variable,54 - 57,A2,,,Ginebra,GVA,,,,,,,,2018-04-13 10:56:04
EZY8224,Airbus A319,2018-04-13,10:15,Valencia,VLC,1,El vuelo ha despegado a las 10:15,11.0,21.0,Nubosidad variable,15 - 24,F18,,,Londres /Gatwick,LGW,,,,,,,,2018-04-13 10:56:05
IBE8987,Canadair Crj-900,2018-04-13,10:20,Valencia,VLC,1,El vuelo ha despegado a las 10:44,11.0,21.0,Nubosidad variable,1 - 4,R58,2018-04-13,11:20,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 11:29,6.0,14.0,Chubascos dispersos,10,19,2018-04-13 10:56:07
QTR6567,Canadair Crj-900,2018-04-13,10:20,Valencia,VLC,1,El vuelo ha despegado a las 10:44,11.0,21.0,Nubosidad variable,1 - 4,R58,2018-04-13,11:20,Madrid-Barajas Adolfo Suárez,MAD,4,Llegada prevista a las 11:29,6.0,14.0,Chubascos dispersos,10,19,2018-04-13 10:56:08
RYR2258,Boeing 737-800 Winglets,2018-04-13,10:20,Valencia,VLC,1,El vuelo ha despegado a las 10:13,11.0,21.0,Nubosidad variable,35 - 36,C11,,,Turin,TRN,,,,,,,,2018-04-13 10:56:09
TRA5106,Boeing 737-800 Winglets,2018-04-13,10:30,Valencia,VLC,1,Salida prevista a las 12:00,11.0,21.0,Nubosidad variable,46 - 47,,,,Eindhoven,EIN,,,,,,,,2018-04-13 10:56:10
RYR9678,Boeing 737-800 Winglets,2018-04-13,10:35,Valencia,VLC,1,El vuelo ha despegado a las 10:36,11.0,21.0,Nubosidad variable,35 - 36,D13,,,Roma /Ciampino,CIA,,,,,,,,2018-04-13 10:56:11
RYR8322,Boeing 737-800 Winglets,2018-04-13,11:10,Valencia,VLC,1,Salida prevista a las 11:24,11.0,21.0,Nubosidad variable,35 - 36,F18,,,Londres /Stansted,STN,,,,,,,,2018-04-13 10:56:12
RYR7216,Boeing 737-800 Winglets,2018-04-13,11:20,Valencia,VLC,1,Salida prevista a las 11:20,11.0,21.0,Nubosidad variable,35 - 36,C11,2018-04-13,12:05,Ibiza,IBZ,1,Llegada prevista a las 12:05,13.0,17.0,Lluvia débil,02,04,2018-04-13 10:56:14
RYR7619,Boeing 737-800 Winglets,2018-04-13,11:30,Valencia,VLC,1,Salida prevista a las 11:30,11.0,21.0,Nubosidad variable,35 - 36,E15,,,Glasgow,GLA,,,,,,,,2018-04-13 10:56:15
AEA1007,Boeing 737-800 Winglets,2018-04-13,11:55,Valencia,VLC,1,Salida prevista a las 11:55,11.0,21.0,Nubosidad variable,15 - 24,B7,,,Paris /Charles De Gaulle,CDG,,,,,,,,2018-04-13 10:56:16
TAP1097,Atr-42/72,2018-04-13,12:00,Valencia,VLC,1,Salida prevista a las 12:00,11.0,21.0,Nubosidad variable,58 - 59,R58,,,Lisboa,LIS,,,,,,,,2018-04-13 10:56:17
AEA4064,Atr-72,2018-04-13,12:05,Valencia,VLC,1,Salida prevista a las 12:05,11.0,21.0,Nubosidad variable,15 - 24,R59,2018-04-13,13:15,Madrid-Barajas Adolfo Suárez,MAD,2,Llegada prevista a las 13:03,6.0,14.0,Chubascos dispersos,06,08,2018-04-13 10:56:17
IBB650,Atr-72,2018-04-13,10:30,La Gomera,GMZ,T,Salida prevista a las 10:30,16.0,23.0,Nubosidad variable,1 - 1,1,2018-04-13,11:00,Tenerife Norte,TFN,1,Llegada prevista a las 11:00,17.0,22.0,Nubosidad variable,1,1,2018-04-13 10:56:18
IBB652,Atr-72,2018-04-13,17:50,La Gomera,GMZ,T,Salida prevista a las 17:50,16.0,23.0,Nubosidad variable,1 - 1,1,2018-04-13,18:20,Tenerife Norte,TFN,1,Llegada prevista a las 18:20,17.0,22.0,Nubosidad variable,1,2,2018-04-13 10:56:19
IBB651,Atr-42/72,2018-04-13,09:30,Tenerife Norte,TFN,1,El vuelo ha despegado a las 09:35,17.0,22.0,Nubosidad variable,21 - 26,2,2018-04-13,10:00,La Gomera,GMZ,,Llegada prevista a las 10:10,16.0,23.0,Nubosidad variable,,,2018-04-13 10:56:21
IBB653,Atr-42/72,2018-04-13,17:00,Tenerife Norte,TFN,1,Salida prevista a las 17:00,17.0,22.0,Nubosidad variable,21 - 26,4A,2018-04-13,17:30,La Gomera,GMZ,,Llegada prevista a las 17:30,16.0,23.0,Nubosidad variable,,,2018-04-13 10:56:22
IBE2244,Atr-72,,,Tenerife Norte,TFN,,,,,,,,2018-04-13,17:30,La Gomera,GMZ,,Llegada prevista a las 17:30,16.0,23.0,Nubosidad variable,,,2018-04-13 10:56:23
VLG1275,32A,2018-04-13,16:10,Valencia,VLC,1,Salida prevista a las 16:10,11.0,21.0,Nubosidad variable,15 - 24,E16,2018-04-13,17:40,A Coruña,LCG,,Llegada prevista a las 17:40,10.0,15.0,Chubascos dispersos,S1,2,2018-04-13 10:56:41
IBE3162,32A,2018-04-13,08:25,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 09:03,6.0,14.0,Chubascos dispersos,810 - 859,H8,,,Londres / Heathrow,LHR,,,,,,,,2018-04-13 10:55:51
DLH1123,32A,2018-04-13,08:30,Madrid-Barajas Adolfo Suárez,MAD,2,El vuelo ha despegado a las 09:35,6.0,14.0,Chubascos dispersos,535 - 539,E67,,,Frankfurt,FRA,,,,,,,,2018-04-13 10:55:53
IBS3942,Airbus A321,2018-04-13,08:40,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 09:03,6.0,14.0,Chubascos dispersos,810 - 859,H28,2018-04-13,10:35,Tenerife Norte,TFN,1,Llegada prevista a las 10:40,17.0,22.0,Nubosidad variable,1,5,2018-04-13 10:55:54
IBE8614,Bombardier Crj-1000,2018-04-13,08:45,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 09:13,6.0,14.0,Chubascos dispersos,810 - 859,K88,,,Frankfurt,FRA,,,,,,,,2018-04-13 10:56:34
IBS3634,32A,2018-04-13,08:45,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 08:55,6.0,14.0,Chubascos dispersos,810 - 859,H5,,,Birmingham / Internacional,BHX,,,,,,,,2018-04-13 10:56:35
IBE8986,Canadair Crj-900,2018-04-13,08:45,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 09:19,6.0,14.0,Chubascos dispersos,810 - 859,K84,2018-04-13,09:45,Valencia,VLC,1,El vuelo ha aterrizado a las 10:12,11.0,21.0,Nubosidad variable,2,3,2018-04-13 10:56:37
IBE3230,Airbus A321,2018-04-13,08:45,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 08:55,6.0,14.0,Chubascos dispersos,810 - 859,H16,,,Roma /Fiumicino,FCO,,,,,,,,2018-04-13 10:56:38
AEA1301,Boeing 787-8,2018-04-13,08:45,Madrid-Barajas Adolfo Suárez,MAD,1,El vuelo ha despegado a las 09:28,6.0,14.0,Chubascos dispersos,212 - 222,B27,,,Tel Aviv,TLV,,,,,,,,2018-04-13 10:56:41
IBE0554,Airbus A319,2018-04-13,11:55,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 11:55,6.0,14.0,Chubascos dispersos,810 - 859,,2018-04-13,13:05,Santander-Seve Ballesteros,SDR,N,Llegada prevista a las 13:05,8.0,15.0,Chubascos dispersos,01,2,2018-04-13 10:55:51
IBE0556,Airbus A319,2018-04-13,15:55,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 15:55,6.0,14.0,Chubascos dispersos,810 - 819,,2018-04-13,17:05,Santander-Seve Ballesteros,SDR,N,Llegada prevista a las 17:05,8.0,15.0,Chubascos dispersos,01,2,2018-04-13 10:55:53
VLG1590,Airbus A320,2018-04-13,16:00,Barcelona-El Prat,BCN,T1,Salida prevista a las 16:00,12.0,17.0,Lluvia moderada,501 - 514,,2018-04-13,17:20,Santander-Seve Ballesteros,SDR,N,Llegada prevista a las 17:20,8.0,15.0,Chubascos dispersos,01,1,2018-04-13 10:55:54
IBE0558,Airbus A319,2018-04-13,19:50,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 19:50,6.0,14.0,Chubascos dispersos,810 - 819,,2018-04-13,21:00,Santander-Seve Ballesteros,SDR,N,Llegada prevista a las 21:00,8.0,15.0,Chubascos dispersos,01,2,2018-04-13 10:55:58
IBE8878,Bombardier Crj-1000,2018-04-13,21:35,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 21:35,6.0,14.0,Chubascos dispersos,810 - 819,,2018-04-13,22:45,Santander-Seve Ballesteros,SDR,N,Llegada prevista a las 22:45,8.0,15.0,Chubascos dispersos,01,2,2018-04-13 10:56:49
RYR6320,Boeing 737-800 Winglets,2018-04-13,15:20,Barcelona-El Prat,BCN,T2 B,Salida prevista a las 15:20,12.0,17.0,Lluvia moderada,B65 - B71,,2018-04-13,16:50,Valladolid,VLL,1,Llegada prevista a las 16:50,5.0,11.0,Chubascos dispersos,01,2,2018-04-13 10:56:51
VLG1584,Airbus A320,2018-04-13,17:50,Barcelona-El Prat,BCN,T1,Salida prevista a las 17:50,12.0,17.0,Lluvia moderada,501 - 514,,2018-04-13,19:15,Valladolid,VLL,1,Llegada prevista a las 19:15,5.0,11.0,Chubascos dispersos,01,1,2018-04-13 10:56:52
IBE8530,Bombardier Crj-1000,2018-04-13,09:00,Madrid-Barajas Adolfo Suárez,MAD,4,El vuelo ha despegado a las 09:08,6.0,14.0,Chubascos dispersos,810 - 859,K89,2018-04-13,09:55,Pamplona,PNA,T,El vuelo ha aterrizado a las 10:03,5.0,15.0,Lluvia moderada,S1,1,2018-04-13 10:55:10
IBE8536,Canadair Crj-200,2018-04-13,12:20,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 13:58,6.0,14.0,Chubascos dispersos,810 - 859,,2018-04-13,13:15,Pamplona,PNA,T,Llegada prevista a las 13:15,5.0,15.0,Lluvia moderada,S1,1,2018-04-13 10:55:51
IBE8524,Bombardier Crj-1000,2018-04-13,16:20,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 16:20,6.0,14.0,Chubascos dispersos,810 - 819,,2018-04-13,17:15,Pamplona,PNA,T,Llegada prevista a las 17:15,5.0,15.0,Lluvia moderada,S1,1,2018-04-13 10:56:54
IBE8532,Bombardier Crj-1000,2018-04-13,19:30,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 19:30,6.0,14.0,Chubascos dispersos,810 - 819,,2018-04-13,20:25,Pamplona,PNA,,Llegada prevista a las 20:25,5.0,15.0,Lluvia moderada,,,2018-04-13 10:56:55
IBE8526,Bombardier Crj-1000,2018-04-13,22:15,Madrid-Barajas Adolfo Suárez,MAD,4,Salida prevista a las 22:15,6.0,14.0,Chubascos dispersos,810 - 819,,2018-04-13,23:10,Pamplona,PNA,,Llegada prevista a las 23:10,5.0,15.0,Lluvia moderada,,,2018-04-13 10:56:56
TOM3513,Boeing 737-800 Winglets,2018-04-13,07:45,Tenerife Sur,TFS,T,El vuelo ha despegado a las 09:35,17.0,22.0,Nubosidad variable,28 - 29,9,,,Leeds/Bradford,LBA,,,,,,,,2018-04-13 10:55:47
RYR2914,Boeing 737-800 Winglets,2018-04-13,08:50,Tenerife Sur,TFS,T,El vuelo ha despegado a las 08:45,17.0,22.0,Nubosidad variable,07 - 10,30,2018-04-13,12:45,Madrid-Barajas Adolfo Suárez,MAD,1,Llegada prevista a las 12:33,6.0,14.0,Chubascos dispersos,02,13,2018-04-13 10:55:48
IBK6514,Boeing 737-800 Winglets,2018-04-13,10:00,Tenerife Sur,TFS,T,Salida prevista a las 10:00,17.0,22.0,Nubosidad variable,28 - 32,23,,,Dusseldorf,DUS,,,,,,,,2018-04-13 10:55:51
BEL1652,Airbus A320,2018-04-13,10:20,Tenerife Sur,TFS,T,Salida prevista a las 10:20,17.0,22.0,Nubosidad variable,74 - 75,27,,,Bruselas,BRU,,,,,,,,2018-04-13 10:55:52
IBB152,Atr-72,2018-04-13,10:40,Tenerife Sur,TFS,T,Salida prevista a las 10:42,17.0,22.0,Nubosidad variable,36 -,26,2018-04-13,11:15,Gran Canaria,LPA,,Llegada prevista a las 11:15,16.0,21.0,Cubierto de nubes altas y medias,01,12,2018-04-13 10:55:54
IBK6400,Boeing 737-800 Winglets,2018-04-13,10:50,Tenerife Sur,TFS,T,Salida prevista a las 10:50,17.0,22.0,Nubosidad variable,28 - 32,8,,,Londres /Gatwick,LGW,,,,,,,,2018-04-13 10:55:55
JAF5940,Boeing 737-800 Winglets,2018-04-13,10:55,Tenerife Sur,TFS,T,Salida prevista a las 10:55,17.0,22.0,Nubosidad variable,34 - 35,19,,,Bruselas /Charleroi,CRL,,,,,,,,2018-04-13 10:55:57
EXS756,Boeing 737-800 Winglets,2018-04-13,11:25,Tenerife Sur,TFS,T,Salida prevista a las 11:25,17.0,22.0,Nubosidad variable,84 - 85,9,,,Manchester,MAN,,,,,,,,2018-04-13 10:55:58
RYR8167,Boeing 737-800 Winglets,2018-04-13,11:25,Tenerife Sur,TFS,T,Salida prevista a las 11:24,17.0,22.0,Nubosidad variable,07 - 10,13,,,Londres /Stansted,STN,,,,,,,,2018-04-13 10:56:01
OLY547,Airbus A321,2018-04-13,11:30,Tenerife Sur,TFS,T,Salida prevista a las 11:30,17.0,22.0,Nubosidad variable,78 - 79,22,,,Colonia/Bonn,CGN,,,,,,,,2018-04-13 10:56:03
RYR1122,Boeing 737-800 Winglets,2018-04-13,11:40,Tenerife Sur,TFS,T,Salida prevista a las 11:40,17.0,22.0,Nubosidad variable,07 - 10,29,,,Birmingham / Internacional,BHX,,,,,,,,2018-04-13 10:56:04
RYR4347,Boeing 737-800 Winglets,2018-04-13,11:50,Tenerife Sur,TFS,T,Salida prevista a las 11:50,17.0,22.0,Nubosidad variable,07 - 10,5,,,Liverpool,LPL,,,,,,,,2018-04-13 10:56:05
TOM6545,Boeing 737-800 Winglets,2018-04-13,12:10,Tenerife Sur,TFS,T,Salida prevista a las 12:10,17.0,22.0,Nubosidad variable,20 - 26,17,,,Bournemouth,BOH,,,,,,,,2018-04-13 10:56:06
EZY1908,32A,2018-04-13,12:20,Tenerife Sur,TFS,T,Salida prevista a las 12:20,17.0,22.0,Nubosidad variable,44 - 49,33,,,Manchester,MAN,,,,,,,,2018-04-13 10:56:07
TUI2969,Boeing 737-700 Winglets,2018-04-13,12:20,Tenerife Sur,TFS,T,Salida prevista a las 12:20,17.0,22.0,Nubosidad variable,16 - 17,1,,,Berlin /Tegel,TXL,,,,,,,,2018-04-13 10:56:09
EZY6950,32A,2018-04-13,12:35,Tenerife Sur,TFS,T,Salida prevista a las 12:35,17.0,22.0,Nubosidad variable,44 - 49,34,,,Edimburgo,EDI,,,,,,,,2018-04-13 10:56:10
VLG6598,32A,2018-04-13,12:40,Tenerife Sur,TFS,T,Salida prevista a las 12:40,17.0,22.0,Nubosidad variable,14 - 15,22,,,Zurich,ZRH,,,,,,,,2018-04-13 10:56:11
TCX1505,Airbus A321,2018-04-13,12:40,Tenerife Sur,TFS,T,Salida prevista a las 12:40,17.0,22.0,Nubosidad variable,60 - 72,20,,,Glasgow,GLA,,,,,,,,2018-04-13 10:56:12
TOM6585,Boeing 737-800 Winglets,2018-04-13,12:40,Tenerife Sur,TFS,T,Salida prevista a las 12:40,17.0,22.0,Nubosidad variable,18 - 26,8,,,Exeter,EXT,,,,,,,,2018-04-13 10:56:15
EZY8704,32A,2018-04-13,12:45,Tenerife Sur,TFS,T,Salida prevista a las 12:45,17.0,22.0,Nubosidad variable,44 - 49,13,,,Londres /Gatwick,LGW,,,,,,,,2018-04-13 10:56:53
TCX1067,Airbus A321,2018-04-13,12:50,Tenerife Sur,TFS,T,Salida prevista a las 14:13,17.0,22.0,Nubosidad variable,60 - 72,29,,,Londres /Stansted,STN,,,,,,,,2018-04-13 10:56:54
TCX1673,32B,2018-04-13,12:50,Tenerife Sur,TFS,T,Salida prevista a las 12:50,17.0,22.0,Nubosidad variable,60 - 72,24,,,Newcastle,NCL,,,,,,,,2018-04-13 10:56:55
TCX1423,Airbus A321,2018-04-13,12:50,Tenerife Sur,TFS,T,Salida prevista a las 12:50,17.0,22.0,Nubosidad variable,60 - 72,28,,,Bristol,BRS,,,,,,,,2018-04-13 10:56:56
RYR9241,Boeing 737-800 Winglets,2018-04-13,08:50,Girona - Costa Brava,GRO,1,El vuelo ha despegado a las 09:08,7.0,17.0,Chubascos dispersos,27 - 33,3,,,Pisa / Galileo Galilei,PSA,,,,,,,,2018-04-13 10:55:10
RYR6391,Boeing 737-800 Winglets,2018-04-13,09:00,Girona - Costa Brava,GRO,1,El vuelo ha despegado a las 09:15,7.0,17.0,Chubascos dispersos,27 - 33,9,,,Dusseldorf /Weeze,NRN,,,,,,,,2018-04-13 10:55:11
RYR9335,Boeing 737-800 Winglets,2018-04-13,11:05,Girona - Costa Brava,GRO,1,Salida prevista a las 11:05,7.0,17.0,Chubascos dispersos,27 - 33,9,,,Bristol,BRS,,,,,,,,2018-04-13 10:55:16
RYR9107,Boeing 737-800 Winglets,2018-04-13,12:25,Girona - Costa Brava,GRO,1,Salida prevista a las 12:25,7.0,17.0,Chubascos dispersos,27 - 33,5,,,Paris /Beauvais-Tille,BVA,,,,,,,,2018-04-13 10:55:17
